group,candidate_source,approved,Q3_old_Score,Q3_candidate_Score,Q3_gain,Q4_old_Score,Q4_candidate_Score,Q4_gain,mean_gain,Q4_old_NMAE,Q4_candidate_NMAE,Q4_NMAE_change,Q4_old_FICR,Q4_candidate_FICR,Q4_FICR_gain,error_tradeoff_safe,changed_rows_pct,mean_signed_change_kWh,mean_abs_change_kWh,p90_abs_change_kWh
1,optimal_selector_group1,True,0.6421897033117571,0.6498202903573169,0.007630587045559856,0.6649489806050679,0.6768591035297746,0.011910122924706723,0.00977035498513329,0.1054223504467562,0.1035987101135398,-0.0018236403332164003,0.435320311656892,0.4573169171730891,0.021996605516197087,True,100.0,-44.04360234443379,724.2821809640083,1463.6678682252673
2,symmetric_gaussian_moe,True,0.6833931151520133,0.6900866722383379,0.006693557086324575,0.6620544059053632,0.6698453043970138,0.0077908984916506,0.0072422277889875875,0.1091033206216358,0.1078065024445159,-0.0012968181771199072,0.4332121324323624,0.4474971112385437,0.014284978806181292,True,100.0,256.42894075320027,281.98549775400613,561.2639138048312
3,optimal_selector_group3,True,0.571426276074959,0.5731349989972367,0.00170872292227775,0.6409283950931591,0.6425868126435842,0.001658417550425062,0.001683570236351406,0.1180211383678978,0.1189024197548766,0.0008812813869788078,0.399877928554216,0.404076045042045,0.004198116487828973,True,9.78310502283105,20.83580392389619,20.835803923896215,1.8189894035458565e-12
